#Layer	start_x	start_y	end_x	end_y
533	0.01166465	0.02192909	0.01278715	0.02365759
534	0.01285538	0.02357905	0.009316645	0.01812987
535	0.009248449	0.01784126	0.01292737	0.02350631
536	0.01300289	0.02343902	0.009332314	0.01778679
537	0.009416182	0.01773233	0.01308149	0.02337642
538	0.01316498	0.02332136	0.00950005	0.01767787
539	0.009583917	0.0176234	0.01325179	0.02327142
540	0.01334202	0.02322678	0.009667784	0.01756894
541	0.00975165	0.01751447	0.01343563	0.02318733
542	0.01353258	0.02315299	0.009835518	0.01746001
543	0.009919384	0.01740555	0.01363475	0.0231267
544	0.01374111	0.02310687	0.01000325	0.01735108
545	0.01008712	0.01729662	0.01385199	0.02309401
546	0.0139681	0.02308919	0.01017099	0.01724215
547	0.01025485	0.01718769	0.0140902	0.02309361
548	0.01421949	0.02310909	0.01033872	0.01713323
549	0.01042259	0.01707876	0.01435766	0.02313824
550	0.01449958	0.02317318	0.01050645	0.0170243
551	0.01059032	0.01696983	0.01464151	0.02320812
552	0.01478343	0.02324305	0.01067419	0.01691537
553	0.01075806	0.01686091	0.01492536	0.02327799
554	0.01506228	0.02330521	0.01084192	0.01680644
555	0.01092579	0.01675198	0.0151956	0.0233269
556	0.01532892	0.02334859	0.01100966	0.01669751
557	0.01109353	0.01664305	0.01546224	0.02337028
558	0.01559474	0.0233907	0.01117739	0.01658859
559	0.01126126	0.01653412	0.01572055	0.02340082
560	0.0158464	0.02341102	0.01134512	0.01647966
561	0.01142899	0.0164252	0.01597226	0.02342122
562	0.01609812	0.02343141	0.01151286	0.01637073
563	0.01159673	0.01631627	0.0162218	0.02343825
564	0.01634102	0.02343822	0.01168059	0.0162618
565	0.01176446	0.01620734	0.01646028	0.02343827
566	0.0165795	0.02343824	0.01184833	0.01615288
567	0.0119322	0.01609841	0.01669877	0.02343829
568	0.01681646	0.0234359	0.01201606	0.01604395
569	0.01209993	0.01598948	0.01692973	0.02342673
570	0.01704307	0.02341764	0.0121838	0.01593502
571	0.01226766	0.01588056	0.01715634	0.02340846
572	0.01726967	0.02339937	0.0139294	0.0182558
573	0.01333313	0.01733763	0.01235153	0.01582609
574	0.0124354	0.01577163	0.01317736	0.01691415
575	0.01425569	0.01857463	0.01738295	0.02339019
576	0.01749111	0.02337313	0.0144957	0.01876061
577	0.01310486	0.0166189	0.01251926	0.01571716
578	0.01260313	0.0156627	0.01306684	0.01637674
579	0.01470119	0.01889342	0.017599	0.02335565
580	0.01770683	0.02333809	0.01488821	0.01899781
581	0.01304646	0.01616176	0.012687	0.01560824
582	0.01277086	0.01555377	0.0130367	0.01596313
583	0.01506488	0.01908625	0.01781471	0.02332061
584	0.01792254	0.02330305	0.01522707	0.01915239
585	0.01304334	0.01578974	0.01285473	0.01549931
586	0.0129386	0.01544484	0.01305319	0.0156213
587	0.01538419	0.01921072	0.01802831	0.0232823
588	0.01813106	0.02325695	0.0155338	0.01925749
589	0.01307268	0.0154677	0.01302247	0.01539038
590	0.01567758	0.01929528	0.01823389	0.02323166
591	0.01833671	0.02320638	0.01581612	0.01932502
592	0.01595178	0.01935031	0.01843948	0.02318102
593	0.01854229	0.02315575	0.016082	0.01936722
594	0.01621124	0.01938261	0.01864506	0.02313038
595	0.01875055	0.02310921	0.01633372	0.01938761
596	0.01645626	0.0193927	0.01886067	0.02309517
597	0.01897591	0.02308902	0.01657405	0.01939048
598	0.01668984	0.01938516	0.01909708	0.023092
599	0.01922545	0.02310606	0.01680502	0.01937892
600	0.0169142	0.01936346	0.01936258	0.02313362
601	0.01947526	0.02312352	0.0170234	0.01934799
602	0.01713162	0.01933101	0.01955913	0.02306906
603	0.019643	0.0230146	0.01723541	0.01930725
604	0.01733916	0.01928339	0.01972686	0.02296013
605	0.01981073	0.02290567	0.01744101	0.0192566
606	0.01753958	0.01922479	0.0198946	0.0228512
607	0.01997846	0.02279674	0.01763815	0.01919297
608	0.01773421	0.0191573	0.02006233	0.02274228
609	0.0201462	0.02268781	0.01782772	0.01911767
610	0.01792123	0.01907805	0.02023006	0.02263335
611	0.02031393	0.02257888	0.0180125	0.019035
612	0.01810165	0.01898866	0.0203978	0.02252442
613	0.02048166	0.02246995	0.01819075	0.01894225
614	0.01827626	0.01889041	0.02056553	0.02241549
615	0.0206494	0.02236103	0.01836064	0.01883657
616	0.01844483	0.01878285	0.02073327	0.02230657
617	0.02081713	0.0222521	0.01852567	0.01872355
618	0.01860524	0.01866247	0.020901	0.02219764
619	0.02098487	0.02214317	0.01868479	0.01860139
620	0.01876065	0.0185346	0.02106874	0.02208871
621	0.0211526	0.02203424	0.01883537	0.01846604
622	0.0189101	0.01839748	0.02123647	0.02197978
623	0.02131238	0.02191307	0.018981	0.01832305
624	0.01905075	0.01824687	0.0213596	0.02180216
625	0.02141263	0.02170023	0.01912052	0.01817069
626	0.01918538	0.01808695	0.02147074	0.0216061
627	0.02153337	0.02151892	0.01924965	0.01800229
628	0.01931384	0.01791756	0.02159953	0.02143721
629	0.02167114	0.02136387	0.01937331	0.01782552
630	0.01943191	0.01773214	0.02174228	0.02128977
631	0.02181339	0.0212157	0.01948991	0.01763784
632	0.01954251	0.01753524	0.02188451	0.02114161
633	0.02195563	0.02106752	0.01959511	0.01743264
634	0.01964434	0.01732483	0.02202675	0.02099343
635	0.02209793	0.02091942	0.0196903	0.017212
636	0.01973589	0.01709857	0.02216443	0.0208382
637	0.02223082	0.02075682	0.0197747	0.01697475
638	0.01981353	0.01685093	0.02229724	0.02067552
639	0.02236364	0.02059413	0.01984419	0.01671453
640	0.01987375	0.01657645	0.02243008	0.02051283
641	0.02249537	0.02042977	0.01989781	0.0164299
642	0.01742864	0.0126277	0.01738355	0.01255826
643	0.01746741	0.0125038	0.01757857	0.01267497
644	0.01991742	0.01627647	0.02255679	0.02034075
645	0.02261822	0.02025174	0.01992841	0.01610979
646	0.01773406	0.01273079	0.01755128	0.01244933
647	0.01763515	0.01239487	0.01789717	0.01279835
648	0.01993527	0.01593674	0.02267965	0.02016272
649	0.02274108	0.0200737	0.01992671	0.01573996
650	0.01807243	0.01288462	0.01771902	0.0123404
651	0.01780288	0.01228594	0.01825798	0.01298673
652	0.01990698	0.01552598	0.02280256	0.01998477
653	0.02286056	0.01989046	0.01986989	0.01528524
654	0.01846134	0.01311628	0.01788675	0.01223148
655	0.01797062	0.01217701	0.01869852	0.01329789
656	0.01979995	0.01499394	0.02291664	0.01979323
657	0.0229728	0.01969608	0.01965261	0.01458346
658	0.01901789	0.01360607	0.01805449	0.01212255
659	0.01813835	0.01206808	0.02302889	0.01959884
660	0.02308503	0.01950169	0.01822222	0.01201362
661	0.01830609	0.01195916	0.02313965	0.01940219
662	0.02318996	0.01929606	0.01838996	0.01190469
663	0.01847382	0.01185023	0.02324034	0.01919002
664	0.02329066	0.01908389	0.01855769	0.01179576
665	0.01864156	0.0117413	0.02334098	0.01897777
666	0.02339059	0.01887055	0.01872543	0.01168684
667	0.01880929	0.01163237	0.02343453	0.01875461
668	0.02347853	0.01863876	0.01889316	0.01157791
669	0.01897703	0.01152344	0.02352248	0.01852282
670	0.02356642	0.01840688	0.0190609	0.01146898
671	0.01914476	0.01141452	0.02360868	0.01828834
672	0.02364543	0.01816133	0.01922863	0.01136005
673	0.0193125	0.01130559	0.02368228	0.01803439
674	0.02371909	0.01790746	0.01939637	0.01125112
675	0.01948023	0.01119666	0.02375584	0.01778045
676	0.02379265	0.01765353	0.0195641	0.0111422
677	0.01964797	0.01108773	0.0238348	0.01753482
678	0.02388354	0.01742626	0.01973183	0.01103327
679	0.0198157	0.0109788	0.02393794	0.01732643
680	0.02399724	0.01723414	0.01989957	0.01092434
681	0.01998344	0.01086987	0.02406096	0.01714864
682	0.02412816	0.01706852	0.02006731	0.01081541
683	0.02015117	0.01076095	0.0242007	0.01699661
684	0.02427672	0.01693007	0.02023504	0.01070648
685	0.02031891	0.01065202	0.02435618	0.01686881
686	0.02443901	0.01681275	0.02040277	0.01059755
687	0.02048664	0.01054309	0.02452484	0.01676131
688	0.02461552	0.01671733	0.02057051	0.01048863
689	0.02065438	0.01043416	0.02470968	0.01667872
690	0.02480743	0.01664564	0.02073824	0.0103797
691	0.02082211	0.01032523	0.02490911	0.0166186
692	0.02501492	0.01659793	0.02090598	0.01027077
693	0.02098985	0.01021631	0.02512515	0.01658406
694	0.02524148	0.01657958	0.02107372	0.01016184
695	0.02115758	0.01010738	0.02375597	0.01410849
696	0.02434047	0.01500855	0.02536058	0.01657938
697	0.0254798	0.01657934	0.02454193	0.01513516
698	0.02365983	0.01377684	0.02124145	0.01005291
699	0.02165893	0.01051212	0.0235369	0.01340394
700	0.02470978	0.01521001	0.02559901	0.01657931
701	0.02571828	0.01657936	0.02486156	0.01526013
702	0.0233546	0.01293961	0.02202743	0.01089594
703	0.0227818	0.01187396	0.02284525	0.01197167
704	0.02499946	0.01528886	0.02583749	0.01657933
705	0.02595676	0.01657938	0.02512875	0.01530435
706	0.02525123	0.01530934	0.02607598	0.01657934
707	0.02619519	0.01657931	0.02537045	0.01530931
708	0.02548971	0.01530936	0.02631446	0.01657936
709	0.02643367	0.01657932	0.02560893	0.01530932
710	0.0257282	0.01530937	0.02655294	0.01657937
711	0.02667216	0.01657934	0.02584741	0.01530934
712	0.02596663	0.0153093	0.02679137	0.0165793
713	0.02691064	0.01657935	0.02608589	0.01530935
714	0.02620511	0.01530932	0.02702985	0.01657932
715	0.02714912	0.01657937	0.02632437	0.01530937
716	0.02644359	0.01530934	0.02726834	0.01657933
717	0.0273876	0.01657939	0.02656286	0.01530939
718	0.02668207	0.01530935	0.02750682	0.01657935
719	0.02762603	0.01657932	0.02680129	0.01530932
720	0.02692056	0.01530937	0.0277453	0.01657937
721	0.02786452	0.01657933	0.02703977	0.01530933
722	0.02715904	0.01530938	0.02798379	0.01657938
723	0.028103	0.01657935	0.02727825	0.01530935
724	0.02739747	0.01530932	0.02822221	0.01657931
725	0.02834148	0.01657937	0.02751674	0.01530937
726	0.02763595	0.01530933	0.0284607	0.01657933
727	0.02857997	0.01657938	0.02775522	0.01530938
728	0.02787443	0.01530934	0.02869918	0.01657934
729	0.02881839	0.01657931	0.02799365	0.01530931
730	0.02811291	0.01530936	0.02893766	0.01657936
731	0.02905688	0.01657933	0.02823213	0.01530933
732	0.0283514	0.01530938	0.02917614	0.01657937
733	0.02929536	0.01657934	0.02847061	0.01530934
734	0.02858982	0.01530931	0.02941463	0.01657939
735	0.02953384	0.01657936	0.02870909	0.01530936
736	0.02882831	0.01530932	0.0296232	0.01653338
737	0.02970706	0.01647891	0.02894758	0.01530937
738	0.02906679	0.01530934	0.02979093	0.01642445
739	0.0298748	0.01636998	0.029186	0.0153093
740	0.02930528	0.01530935	0.02995867	0.01631552
741	0.03004253	0.01626105	0.02942449	0.01530932
742	0.02954376	0.01530937	0.0301264	0.01620659
743	0.03021027	0.01615213	0.02966297	0.01530934
744	0.02978235	0.01530955	0.03029414	0.01609766
745	0.03037801	0.0160432	0.02989835	0.01530457
746	0.03000934	0.01529187	0.03046187	0.01598874
747	0.03054574	0.01593427	0.03011575	0.01527213
748	0.03021803	0.01524601	0.03062961	0.01587981
749	0.03071347	0.01582534	0.03031655	0.01521411
750	0.03041066	0.01517541	0.03079734	0.01577088
751	0.03088121	0.01571641	0.03050078	0.01513059
752	0.03058778	0.01508077	0.03096507	0.01566195
753	0.03104894	0.01560749	0.03067135	0.01502603
754	0.03075119	0.01496536	0.03113281	0.01555302
755	0.03121668	0.01549856	0.03082683	0.01489823
756	0.0308991	0.0148259	0.03130054	0.01544409
757	0.03138441	0.01538963	0.03096771	0.01474795
758	0.03103241	0.01466397	0.03146828	0.01533517
759	0.03155215	0.0152807	0.03109199	0.0145721
760	0.03114655	0.01447252	0.03163601	0.01522624
761	0.03171988	0.01517177	0.03119572	0.01436463
762	0.03123853	0.01424693	0.03180375	0.01511731
763	0.03188762	0.01506285	0.03127354	0.01411724
764	0.03129881	0.01397253	0.03197148	0.01500838
765	0.03205535	0.01495392	0.03131154	0.01380854
766	0.03129944	0.0136063	0.03213922	0.01489945
767	0.03222308	0.01484499	0.03125308	0.01335131
768	0.03119845	0.01308357	0.03230695	0.01479053
769	0.03239082	0.01473606	0.03114387	0.01281592
770	0.03108924	0.01254818	0.03247469	0.0146816
771	0.03255856	0.01462713	0.031023	0.01226258
772	0.03092708	0.01193127	0.03264242	0.01457267
773	0.03272629	0.01451821	0.03083111	0.01159988
774	0.03073519	0.01126857	0.03281016	0.01446374
775	0.03289403	0.01440928	0.03058367	0.01085163
776	0.03041635	0.01041037	0.03289026	0.01421987
777	0.03287135	0.01400714	0.03021488	0.009916528
778	0.02769923	0.005859177	0.02808397	0.00645161
779	0.02989097	0.009234153	0.03283284	0.01376423
780	0.03279395	0.01352073	0.02917743	0.007951791
781	0.02913076	0.007879916	0.02778311	0.005804712
782	0.02786697	0.005750249	0.032755	0.01327715
783	0.03271605	0.01303356	0.02795084	0.005695784
784	0.0280347	0.005641321	0.0326771	0.01278998
785	0.03261968	0.01251796	0.02811857	0.005586857
786	0.02820244	0.005532393	0.03254784	0.01222372
787	0.032476	0.01192948	0.0282863	0.005477929
788	0.02837017	0.005423464	0.03240409	0.01163516
789	0.03232457	0.0113291	0.02845404	0.005369001
790	0.02853791	0.005314538	0.03219979	0.01095334
791	0.032075	0.01057758	0.02862178	0.005260072
792	0.02870564	0.005205608	0.03195022	0.01020182
793	0.03174864	0.009707809	0.02878951	0.005151143
794	0.02887338	0.00509668	0.03152283	0.009176476
795	0.0311755	0.008458036	0.02924138	0.00547975
796	0.008714912	0.03042305	0.008572546	0.03020383
797	0.008656413	0.03014936	0.008961953	0.03061985
798	0.009146687	0.03072071	0.00874028	0.0300949
799	0.008824148	0.03004044	0.009317478	0.0308001
800	0.009488217	0.0308794	0.008908015	0.02998597
801	0.008991882	0.02993151	0.00965895	0.03095871
802	0.009829745	0.0310381	0.009075751	0.02987704
803	0.009159618	0.02982258	0.009998629	0.03111455
804	0.01015722	0.03117515	0.009243486	0.02976812
805	0.009327353	0.02971365	0.01031581	0.03123575
806	0.01047446	0.03129644	0.00941122	0.02965919
807	0.009495087	0.02960473	0.01063306	0.03135704
808	0.01079164	0.03141764	0.009578954	0.02955026
809	0.009662821	0.02949579	0.0109503	0.03147832
810	0.01110888	0.03153893	0.009746688	0.02944133
811	0.009830555	0.02938687	0.01126431	0.03159466
812	0.01141141	0.03163757	0.009914422	0.0293324
813	0.009998289	0.02927794	0.01155856	0.03168056
814	0.01170567	0.03172347	0.01008216	0.02922348
815	0.01016602	0.02916901	0.01185282	0.03176646
816	0.01199992	0.03180936	0.01024989	0.02911455
817	0.01078847	0.02976029	0.01214707	0.03185235
818	0.01229418	0.03189525	0.01099119	0.02988882
819	0.01116175	0.02996787	0.01244133	0.03193825
820	0.0125832	0.0319731	0.01131403	0.03001875
821	0.01146624	0.03006954	0.01272082	0.03200141
822	0.0128585	0.03202981	0.01161852	0.03012041
823	0.01177079	0.03017128	0.01299613	0.03205812
824	0.01313374	0.03208644	0.01192307	0.03022216
825	0.01207534	0.03027303	0.01327137	0.03211475
826	0.01340899	0.03214307	0.01222756	0.03032382
827	0.0123752	0.03036756	0.01354661	0.03217138
828	0.01368424	0.03219968	0.01251718	0.03040259
829	0.01265916	0.03043761	0.01382186	0.032228
830	0.01395115	0.03224348	0.01280114	0.03047263
831	0.01294307	0.03050757	0.01408072	0.03225937
832	0.01421022	0.0322752	0.01308506	0.03054258
833	0.01322703	0.03057761	0.01433979	0.0322911
834	0.01446929	0.03230692	0.01336901	0.03061263
835	0.01350935	0.03064514	0.01459885	0.03232282
836	0.01472841	0.03233872	0.01364268	0.03066682
837	0.01377594	0.03068843	0.01485793	0.03235453
838	0.01498748	0.03237044	0.01390926	0.03071012
839	0.01404258	0.03073181	0.01511699	0.03238625
840	0.01524116	0.03239385	0.0141759	0.0307535
841	0.01430922	0.03077518	0.01536365	0.03239884
842	0.01548612	0.03240385	0.01444249	0.03079679
843	0.01457582	0.03081847	0.01560855	0.03240876
844	0.01573104	0.03241375	0.01470733	0.03083739
845	0.01483319	0.03084759	0.01585351	0.03241876
846	0.015976	0.03242375	0.01495899	0.0308577
847	0.01508485	0.0308679	0.01609843	0.03242867
848	0.01622091	0.03243367	0.01521066	0.03087801
849	0.01533652	0.03088821	0.01634339	0.03243866
850	0.01646582	0.03244358	0.01546232	0.03089833
851	0.01558818	0.03090852	0.01658302	0.03244044
852	0.01669918	0.03243571	0.01571404	0.03091872
853	0.01583984	0.03092884	0.01681535	0.03243098
854	0.01693151	0.03242625	0.01596129	0.03093224
855	0.0160805	0.03093221	0.01704773	0.0324216
856	0.01716389	0.03241687	0.01619972	0.03093217
857	0.01631893	0.03093214	0.01728006	0.03241214
858	0.01739622	0.03240741	0.01643819	0.03093219
859	0.01655741	0.03093215	0.01751238	0.03240268
860	0.0176286	0.03239803	0.01667664	0.03093211
861	0.01679584	0.03093209	0.01774477	0.0323933
862	0.01785903	0.03238563	0.01691511	0.03093213
863	0.01703432	0.0309321	0.01796947	0.0323721
864	0.01807991	0.03235856	0.01715042	0.03092729
865	0.01726377	0.03091819	0.01819041	0.03234511
866	0.01830086	0.03233157	0.01737705	0.03090902
867	0.01749032	0.03089984	0.01841136	0.03231812
868	0.0185218	0.03230458	0.01760359	0.03089067
869	0.01771688	0.03088149	0.01863225	0.03229105
870	0.01874276	0.03227759	0.01783021	0.0308724
871	0.01794349	0.03086322	0.0188532	0.03226405
872	0.01896364	0.03225052	0.01805676	0.03085405
873	0.01817003	0.03084488	0.01907413	0.03223707
874	0.01918295	0.03222101	0.01828333	0.03083569
875	0.01839181	0.03081913	0.01928812	0.03219934
876	0.01939333	0.03217775	0.01849964	0.03080158
877	0.01860747	0.03078402	0.0194985	0.03215608
878	0.01960371	0.0321345	0.0187153	0.03076645
879	0.01882318	0.03074898	0.01970893	0.0321129
880	0.01981409	0.03209124	0.01893101	0.03073141
881	0.01903884	0.03071385	0.01991931	0.03206965
882	0.02002448	0.03204796	0.01914669	0.03069628
883	0.01925457	0.03067881	0.02012969	0.03202639
884	0.02023485	0.03200471	0.01936239	0.03066125
885	0.01947022	0.03064368	0.02034006	0.03198312
886	0.02044523	0.03196146	0.01957386	0.03061967
887	0.01967663	0.0305943	0.0205462	0.03193333
888	0.02064646	0.0319041	0.0197794	0.03056894
889	0.01988215	0.03054358	0.02074671	0.03187489
890	0.02084693	0.03184558	0.01998498	0.0305183
891	0.02008774	0.03049294	0.02094718	0.03181636
892	0.02104745	0.03178714	0.0201905	0.03046758
893	0.02029328	0.03044221	0.02114766	0.03175784
894	0.02124792	0.03172862	0.02039604	0.03041685
895	0.0204988	0.0303915	0.02134817	0.0316994
896	0.02144844	0.03167018	0.02060158	0.03036612
897	0.02070238	0.03033775	0.02154865	0.03164086
898	0.02164891	0.03161165	0.02080036	0.030305
899	0.02089832	0.03027227	0.02174916	0.03158244
900	0.02184447	0.03154558	0.0209963	0.03023952
901	0.02109428	0.03020678	0.02193998	0.03150907
902	0.0220355	0.03147256	0.02119226	0.03017403
903	0.02129022	0.03014129	0.02213109	0.03143612
904	0.0222266	0.0313996	0.02138824	0.03010864
905	0.02148622	0.03007589	0.02232214	0.03136308
906	0.02241766	0.03132657	0.0215842	0.03004315
907	0.02168217	0.03001041	0.02251318	0.03129005
908	0.02260876	0.03125362	0.02178014	0.02997766
909	0.02187469	0.02993963	0.02270426	0.03121711
910	0.0227998	0.03118059	0.02196591	0.02989649
911	0.02205372	0.02984829	0.02289531	0.03114407
912	0.02299085	0.03110754	0.02213791	0.02979326
913	0.02221751	0.0297331	0.02308272	0.03106542
914	0.0231743	0.03102287	0.02229418	0.02966757
915	0.02236748	0.02959684	0.0232659	0.03098032
916	0.02335751	0.03093776	0.02243719	0.02952057
917	0.02250119	0.02943549	0.02344912	0.0308952
918	0.02354072	0.03085264	0.02256156	0.02934489
919	0.02261728	0.02924706	0.02363228	0.03081
920	0.02372385	0.03076746	0.02266761	0.02914093
921	0.02271165	0.02902516	0.02381546	0.0307249
922	0.0239056	0.03068008	0.02274808	0.02889765
923	0.02277476	0.02875512	0.0239932	0.03063141
924	0.0240758	0.03057504	0.02278864	0.02859289
925	0.02278412	0.02840231	0.02415523	0.03051368
926	0.02423126	0.03044713	0.02273912	0.02814942
927	0.0195111	0.0231787	0.01947526	0.02312352
928	0.01955913	0.02306906	0.01967497	0.02324744
929	0.02232306	0.02732514	0.02430387	0.0303753
930	0.02437236	0.03029719	0.02136776	0.02567049
931	0.01986989	0.02336398	0.019643	0.0230146
932	0.01972686	0.02296013	0.02016268	0.02363123
933	0.02041251	0.02401593	0.02443614	0.03021177
934	0.02449566	0.03011982	0.01981073	0.02290567
935	0.0198946	0.0228512	0.02455039	0.03002049
936	0.02459962	0.02991269	0.01997846	0.02279674
937	0.02006233	0.02274228	0.02464237	0.02979491
938	0.02467716	0.02966487	0.0201462	0.02268781
939	0.02023006	0.02263335	0.02470199	0.0295195
940	0.02471336	0.02935341	0.02031393	0.02257888
941	0.0203978	0.02252442	0.02470236	0.02915285
942	0.02464238	0.02887689	0.02048166	0.02246995
943	0.02056553	0.02241549	0.02407508	0.02781971
944	0.02311977	0.02616507	0.0206494	0.02236103
945	0.02073327	0.02230657	0.02216447	0.02451042
946	0.02133612	0.02305126	0.02081713	0.0222521
947	0.020901	0.02219764	0.02123568	0.02271299
948	0.02121302	0.02249448	0.02098487	0.02214317
949	0.02106874	0.02208871	0.02121933	0.0223206
950	0.02124029	0.02216926	0.0211526	0.02203424
951	0.02123647	0.02197978	0.02127209	0.02203462
952	0.0296232	0.01653338	0.02965306	0.01657932
953	0.02977232	0.01657937	0.02970706	0.01647891
954	0.02979093	0.01642445	0.02989154	0.01657934
955	0.03001081	0.01657939	0.0298748	0.01636998
956	0.02995867	0.01631552	0.03013002	0.01657935
957	0.03024923	0.01657932	0.03004253	0.01626105
958	0.0301264	0.01620659	0.0303685	0.01657937
959	0.03048772	0.01657933	0.03021027	0.01615213
960	0.03029414	0.01609766	0.03060699	0.01657938
961	0.0307262	0.01657935	0.03037801	0.0160432
962	0.03046187	0.01598874	0.03084541	0.01657932
963	0.03096468	0.01657937	0.03054574	0.01593427
964	0.03062961	0.01587981	0.0310839	0.01657933
965	0.03120317	0.01657938	0.03071347	0.01582534
966	0.03079734	0.01577088	0.03132238	0.01657935
967	0.03144165	0.0165794	0.03088121	0.01571641
968	0.03096507	0.01566195	0.03155743	0.01657408
969	0.03166788	0.01656054	0.03104894	0.01560749
970	0.03113281	0.01555302	0.03177375	0.01653996
971	0.03187542	0.01651292	0.03121668	0.01549856
972	0.03130054	0.01544409	0.0319734	0.01648018
973	0.03206772	0.01644182	0.03138441	0.01538963
974	0.03146828	0.01533517	0.03215736	0.01639624
975	0.03224368	0.01634555	0.03155215	0.0152807
976	0.03163601	0.01522624	0.03232679	0.01628992
977	0.03240695	0.01622975	0.03171988	0.01517177
978	0.03180375	0.01511731	0.03248205	0.01616178
979	0.03255371	0.01608853	0.03188762	0.01506285
980	0.03197148	0.01500838	0.03262173	0.01600966
981	0.03268578	0.01592467	0.03205535	0.01495392
982	0.03213922	0.01489945	0.03274589	0.01583364
983	0.03279986	0.01573314	0.03222308	0.01484499
984	0.03230695	0.01479053	0.03284833	0.01562416
985	0.03289036	0.01550528	0.03239082	0.01473606
986	0.03247469	0.0146816	0.03292467	0.0153745
987	0.03294917	0.01522862	0.03255856	0.01462713
988	0.03264242	0.01457267	0.03295809	0.01505876
989	0.03294703	0.01485811	0.03272629	0.01451821
990	0.03281016	0.01446374	0.03292807	0.01464531
991	0.03290917	0.01443259	0.03289403	0.01440928
