#Layer	start_x	start_y	end_x	end_y
295	0.009840481	0.005533147	0.01469041	0.01300156
296	0.01477605	0.01294964	0.009924348	0.005478683
297	0.01000821	0.00542422	0.01486493	0.01290289
298	0.0149538	0.01285615	0.01009208	0.005369756
299	0.01017595	0.005315291	0.0150441	0.01281158
300	0.01513793	0.01277247	0.01025982	0.005260827
301	0.01034368	0.005206364	0.01523172	0.01273326
302	0.01532663	0.01269583	0.01042755	0.0051519
303	0.01051142	0.005097437	0.01542559	0.01266459
304	0.01552454	0.01263337	0.01059528	0.005042973
305	0.01067915	0.004988509	0.01261082	0.007963025
306	0.01277203	0.008211272	0.01562518	0.01260473
307	0.01572937	0.01258155	0.01308982	0.008517018
308	0.01165552	0.006308378	0.01076302	0.004934045
309	0.01328708	0.008637165	0.01583361	0.01255845
310	0.01594062	0.01253963	0.01345172	0.008707075
311	0.01360078	0.008753	0.01605047	0.01252517
312	0.01616025	0.01251063	0.01373846	0.008781399
313	0.0138672	0.00879604	0.01627494	0.01250364
314	0.01639089	0.01249857	0.01398882	0.008799696
315	0.01410438	0.008794043	0.01650885	0.01249661
316	0.01663117	0.01250135	0.01421477	0.008780422
317	0.01432053	0.008759673	0.01675355	0.01250618
318	0.0168818	0.01252007	0.01442335	0.008734395
319	0.01452612	0.008709032	0.01701218	0.01253723
320	0.01714648	0.01256042	0.01462894	0.008683755
321	0.01473171	0.008658392	0.01728579	0.01259134
322	0.01738355	0.01255826	0.01483453	0.008633114
323	0.01493729	0.008607752	0.01746741	0.0125038
324	0.01755128	0.01244933	0.01504278	0.008586584
325	0.01515067	0.008569106	0.01763515	0.01239487
326	0.01771902	0.0123404	0.0152585	0.008551543
327	0.01536638	0.008534064	0.01780288	0.01228594
328	0.01788675	0.01223148	0.01547421	0.008516503
329	0.01558211	0.008499018	0.01797062	0.01217701
330	0.01805449	0.01212255	0.01569538	0.008489848
331	0.01580871	0.008480756	0.01813835	0.01206808
332	0.01822222	0.01201362	0.015922	0.008471575
333	0.01603527	0.008462398	0.01830609	0.01195916
334	0.01838996	0.01190469	0.01614855	0.008453223
335	0.01626597	0.008450422	0.01847382	0.01185023
336	0.01855769	0.01179576	0.01638524	0.00845047
337	0.01650445	0.008450437	0.01864156	0.0117413
338	0.01872543	0.01168684	0.01662366	0.008450403
339	0.01674293	0.008450453	0.01880929	0.01163237
340	0.01889316	0.01157791	0.01686629	0.008456791
341	0.01699215	0.00846699	0.01897703	0.01152344
342	0.0190609	0.01146898	0.01711795	0.008477104
343	0.01724381	0.008487302	0.01914476	0.01141452
344	0.01922863	0.01136005	0.01736961	0.008497415
345	0.01750177	0.008517236	0.0193125	0.01130559
346	0.01939637	0.01125112	0.01763509	0.008538923
347	0.01776841	0.00856061	0.01948023	0.01119666
348	0.0195641	0.0111422	0.01790168	0.008582212
349	0.01803816	0.008608767	0.01964797	0.01108773
350	0.01973183	0.01103327	0.01818008	0.008643705
351	0.01832206	0.008678726	0.0198157	0.0109788
352	0.01989957	0.01092434	0.01846399	0.008713665
353	0.01860591	0.008748602	0.01998344	0.01086987
354	0.02006731	0.01081541	0.01874457	0.008778509
355	0.01887424	0.008794577	0.02015117	0.01076095
356	0.02023504	0.01070648	0.01899667	0.008799491
357	0.0191131	0.008795179	0.02031891	0.01065202
358	0.02040277	0.01059755	0.01922436	0.008782901
359	0.01933094	0.00876341	0.02048664	0.01054309
360	0.02057051	0.01048863	0.01943273	0.008736538
361	0.01953032	0.008703209	0.02065438	0.01043416
362	0.02073824	0.0103797	0.01962421	0.008664177
363	0.01971467	0.008619862	0.02082211	0.01032523
364	0.02090598	0.01027077	0.01980167	0.008570399
365	0.01988477	0.008514761	0.02098985	0.01021631
366	0.02107372	0.01016184	0.01996404	0.00845303
367	0.02003984	0.008386154	0.02115758	0.01010738
368	0.02124145	0.01005291	0.02011211	0.008313825
369	0.02018067	0.008235796	0.02131483	0.009982242
370	0.02123111	0.009669719	0.02024521	0.00815156
371	0.02030407	0.008058601	0.02121384	0.009459517
372	0.02122026	0.009285794	0.02036081	0.00796237
373	0.02041691	0.007865136	0.02124176	0.009135301
374	0.02127558	0.009003763	0.02047305	0.007767982
375	0.02052914	0.007670747	0.02131669	0.008883464
376	0.02136445	0.008773396	0.02058529	0.007573593
377	0.02064138	0.007476358	0.0214176	0.008671632
378	0.0214738	0.008574562	0.02069752	0.007379205
379	0.02075361	0.00728197	0.02152994	0.008477411
380	0.02158603	0.008380174	0.02080976	0.007184818
381	0.02086585	0.007087582	0.02164218	0.008283023
382	0.02169826	0.008185785	0.02092194	0.006990346
383	0.02097808	0.006893193	0.02175436	0.008088551
384	0.0218105	0.007991398	0.02103417	0.006795957
385	0.02109032	0.006698804	0.02186659	0.007894163
386	0.02192274	0.007797009	0.02114641	0.006601569
387	0.02120255	0.006504416	0.02197883	0.007699774
388	0.02203497	0.00760262	0.02125864	0.00640718
389	0.02131479	0.006310028	0.02209106	0.007505386
390	0.02214721	0.007408232	0.02137088	0.006212791
391	0.02142702	0.006115639	0.0222033	0.007310998
392	0.02225945	0.007213845	0.02148312	0.006018403
393	0.02153926	0.00592125	0.02231553	0.007116609
394	0.02237168	0.007019457	0.02159535	0.005824015
395	0.0216515	0.005726862	0.02242777	0.00692222
396	0.02248391	0.006825068	0.02170759	0.005629628
397	0.02176373	0.005532474	0.02254	0.006727832
398	0.02259615	0.006630679	0.02181982	0.005435239
399	0.02187591	0.005338002	0.02265224	0.006533443
400	0.02270839	0.006436291	0.02193206	0.005240851
401	0.02198815	0.005143614	0.02276447	0.006339055
402	0.02282062	0.006241903	0.02204429	0.005046463
403	0.02210038	0.004949226	0.02287671	0.006144667
404	0.02293286	0.006047515	0.02215653	0.004852075
405	0.02221262	0.004754837	0.02298895	0.005950278
406	0.02304509	0.005853127	0.02226876	0.004657685
407	0.02232485	0.004560448	0.02310118	0.005755889
408	0.02315727	0.005658655	0.022381	0.004463298
409	0.02243709	0.00436606	0.02321342	0.005561502
410	0.02326951	0.005464266	0.02249323	0.004268908
411	0.02254932	0.004171672	0.02332565	0.005367112
412	0.02338174	0.005269878	0.02260547	0.00407452
413	0.02266156	0.003977284	0.02343789	0.005172725
414	0.02349398	0.005075489	0.0227177	0.003880132
415	0.0227738	0.003782895	0.02355012	0.004978335
416	0.02360621	0.004881102	0.02282989	0.003685659
417	0.02288603	0.003588508	0.02366236	0.004783947
418	0.02372014	0.004689312	0.02294212	0.003491271
419	0.02299827	0.003394119	0.02378119	0.004599707
420	0.02384632	0.004516395	0.02305436	0.003296883
421	0.0231105	0.003199731	0.02391602	0.004440124
422	0.02398987	0.004370229	0.02316659	0.003102494
423	0.02322274	0.003005343	0.02406715	0.004305618
424	0.02414772	0.004245898	0.02327883	0.002908107
425	0.02333497	0.002810954	0.02423158	0.004192157
426	0.02432027	0.004144574	0.02339106	0.002713718
427	0.02344906	0.002619417	0.02441198	0.004102186
428	0.02450718	0.004065169	0.0235106	0.002530568
429	0.02357627	0.002448092	0.02460581	0.004033432
430	0.02470977	0.004009915	0.02364571	0.002371403
431	0.02372015	0.002302431	0.02481803	0.003993023
432	0.02493099	0.003983343	0.02379786	0.00223849
433	0.0238789	0.002179665	0.02504938	0.003982052
434	0.02517421	0.003990655	0.02396309	0.002125704
435	0.02405164	0.002078453	0.02530687	0.004011338
436	0.02544956	0.00404745	0.0241439	0.002036904
437	0.02423964	0.002000723	0.02560549	0.004103941
438	0.02578352	0.004194483	0.02433897	0.001970079
439	0.02444223	0.001945471	0.02600883	0.004357823
440	0.02628947	0.00460637	0.0245511	0.001929502
441	0.02466465	0.001920745	0.02657006	0.004854834
442	0.02685066	0.005103297	0.0247837	0.001920459
443	0.02490917	0.001930071	0.02721114	0.005474795
444	0.02757904	0.005857698	0.02504255	0.001951841
445	0.02518583	0.001988875	0.02769923	0.005859177
446	0.02778311	0.005804712	0.02534263	0.002046711
447	0.02552437	0.002142956	0.02786697	0.005750249
448	0.02795084	0.005695784	0.02573808	0.002288431
449	0.02595729	0.002442376	0.0280347	0.005641321
450	0.02811857	0.005586857	0.0261765	0.002596323
451	0.0264011	0.002758571	0.02820244	0.005532393
452	0.0282863	0.005477929	0.02665342	0.002963508
453	0.02690575	0.003168445	0.02837017	0.005423464
454	0.02845404	0.005369001	0.02715807	0.003373383
455	0.02741323	0.00358268	0.02853791	0.005314538
456	0.02862178	0.005260072	0.02772819	0.003884064
457	0.02804314	0.004185447	0.02870564	0.005205608
458	0.02878951	0.005151143	0.02835804	0.004486748
459	0.02879783	0.004980354	0.02887338	0.00509668
460	0.008572546	0.03020383	0.008353001	0.02986576
461	0.008274238	0.02956086	0.008656413	0.03014936
462	0.00874028	0.0300949	0.008257782	0.02935192
463	0.008265181	0.02917971	0.008824148	0.03004044
464	0.008908015	0.02998597	0.008288321	0.02903173
465	0.008321646	0.02889944	0.008991882	0.02993151
466	0.009075751	0.02987704	0.00836293	0.02877938
467	0.008410843	0.02866957	0.009159618	0.02982258
468	0.009243486	0.02976812	0.008464102	0.02856797
469	0.008520254	0.02847082	0.009327353	0.02971365
470	0.00941122	0.02965919	0.008576336	0.02837359
471	0.00863249	0.02827643	0.009495087	0.02960473
472	0.009578954	0.02955026	0.008688572	0.0281792
473	0.008744717	0.02808205	0.009662821	0.02949579
474	0.009746688	0.02944133	0.008800816	0.02798481
475	0.008856953	0.02788766	0.009830555	0.02938687
476	0.009914422	0.0293324	0.00891305	0.02779042
477	0.008969189	0.02769327	0.009998289	0.02927794
478	0.01008216	0.02922348	0.009025279	0.02759603
479	0.009081422	0.02749888	0.01016602	0.02916901
480	0.01024989	0.02911455	0.009137514	0.02740164
481	0.009193613	0.0273044	0.01022063	0.02888589
482	0.01018473	0.028647	0.009249749	0.02720726
483	0.009305839	0.02711002	0.01018396	0.02846221
484	0.0102004	0.02830392	0.009361984	0.02701287
485	0.009418076	0.02691563	0.01022904	0.02816441
486	0.01026705	0.02803933	0.009474221	0.02681848
487	0.009530319	0.02672124	0.01031242	0.02792557
488	0.01036393	0.02782129	0.009586454	0.02662409
489	0.009642546	0.02652686	0.01041888	0.0277223
490	0.01047496	0.02762506	0.00969869	0.0264297
491	0.009754782	0.02633247	0.01053111	0.02752791
492	0.01058721	0.02743067	0.009810936	0.02623531
493	0.009867018	0.02613808	0.01064335	0.02733352
494	0.01069944	0.02723628	0.009923163	0.02604093
495	0.009979252	0.02594369	0.01075558	0.02713913
496	0.01081167	0.0270419	0.0100354	0.02584654
497	0.0100915	0.0257493	0.01086782	0.02694474
498	0.01092391	0.02684751	0.01014763	0.02565215
499	0.01020372	0.02555491	0.01098005	0.02675035
500	0.01103614	0.02665312	0.01025981	0.02545768
501	0.01031596	0.02536052	0.01109229	0.02655597
502	0.01114838	0.02645873	0.01037205	0.02526329
503	0.01042819	0.02516614	0.01120452	0.02636158
504	0.01126061	0.02626434	0.01048428	0.0250689
505	0.01054043	0.02497175	0.0113167	0.02616711
506	0.01137285	0.02606995	0.01059652	0.02487451
507	0.01065266	0.02477736	0.01142894	0.02597272
508	0.01148508	0.02587556	0.01070875	0.02468012
509	0.0107649	0.02458297	0.01154117	0.02577833
510	0.01159732	0.02568118	0.01082099	0.02448574
511	0.01087714	0.02438858	0.01165341	0.02558394
512	0.01170956	0.02548679	0.01093323	0.02429135
513	0.01098937	0.0241942	0.01176564	0.02538955
514	0.01182179	0.0252924	0.01104546	0.02409696
515	0.01110161	0.02399981	0.01187788	0.02519516
516	0.01193403	0.02509801	0.0111577	0.02390257
517	0.01121384	0.02380542	0.01199012	0.02500078
518	0.01204626	0.02490363	0.01126993	0.02370818
519	0.01132602	0.02361095	0.01210235	0.02480639
520	0.0121585	0.02470924	0.01138217	0.02351379
521	0.01143826	0.02341656	0.01221459	0.024612
522	0.01227068	0.02451476	0.0114944	0.02331941
523	0.01155071	0.02322251	0.01232682	0.02441761
524	0.01238291	0.02432038	0.01160391	0.02312082
525	0.011652	0.02301126	0.01243906	0.02422322
526	0.01249515	0.02412599	0.01169349	0.02289155
527	0.01172709	0.02275967	0.01255129	0.02402883
528	0.01260738	0.0239316	0.01175034	0.02261187
529	0.01175758	0.0224394	0.01266396	0.02383512
530	0.01272289	0.02374224	0.0117427	0.02223289
531	0.01092394	0.02097211	0.009634075	0.01898589
532	0.009443389	0.01850865	0.01129233	0.02135577
